Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
;;;Рубашка;080415_57-M;080415_57;910;Blend;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Tom Tailor;Рубашка;080415_43;;1090;Tom Tailor;/upload/import/080415_43.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/080415_44.JPG;/upload/import/080415_45.JPG;;;;;2;1;;
;;;Рубашка;080415_43-XL;080415_43;1090;Tom Tailor;;Синий;               XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_43-XXL;080415_43;1090;Tom Tailor;;Синий;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Yes Zee;Рубашка;080415_34;;950;Yes Zee;/upload/import/080415_34.JPG;Фиолетовый;;97% хлопок 3% эластан;Демисезон;;/upload/import/080415_35.JPG;/upload/import/080415_36.JPG;;;;;2;1;;
;;;Рубашка;080415_34-M;080415_34;950;Yes Zee;;Фиолетовый;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Dolce & Gabbana;Рубашка;080415_28;;2850;Dolce & Gabbana;/upload/import/080415_28.JPG;Черный;;97% хлопок 3% эластан;Демисезон;;/upload/import/080415_29.JPG;/upload/import/080415_30.JPG;;;;;2;1;;
;;;Рубашка;080415_28-40;080415_28;2850;Dolce & Gabbana;;Черный;40;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Bonita;Рубашка;080415_66;;990;Bonita;/upload/import/080415_66.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_67.JPG;/upload/import/080415_68.JPG;;;;;2;1;;
;;;Рубашка;080415_66-M;080415_66;990;Bonita;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Bonita;Рубашка;080415_69;;990;Bonita;/upload/import/080415_69.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_70.JPG;/upload/import/080415_71.JPG;;;;;2;1;;
;;;Рубашка;080415_69-M;080415_69;990;Bonita;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_37;;1050;Tom Tailor;/upload/import/080415_37.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_38.JPG;/upload/import/080415_39.JPG;;;;;2;1;;
;;;Рубашка;080415_37-L;080415_37;1050;Tom Tailor;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Castro;Рубашка;080415_31;;910;Castro;/upload/import/080415_31.JPG;Полоска;;69% хлопок 24% нейлон 3% полиэстер 4% спандекс;Демисезон;;/upload/import/080415_32.JPG;/upload/import/080415_33.JPG;;;;;2;1;;
;;;Рубашка;080415_31-S;080415_31;910;Castro;;Полоска;                 S;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Oxbow;Рубашка;080415_13;;910;Oxbow;/upload/import/080415_13.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/080415_14.JPG;/upload/import/080415_15.JPG;;;;;2;1;;
;;;Рубашка;080415_13-L;080415_13;910;Oxbow;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_268;;990;Ben Green;/upload/import/080415_268.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_269.JPG;/upload/import/080415_270.JPG;;;;;2;1;;
;;;Рубашка;080415_268-L;080415_268;990;Ben Green;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_265;;990;Ben Green;/upload/import/080415_265.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_266.JPG;/upload/import/080415_267.JPG;;;;;2;1;;
;;;Рубашка;080415_265-XL;080415_265;990;Ben Green;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Dolce & Gabbana;Рубашка;080415_262;;2850;Dolce & Gabbana;/upload/import/080415_262.JPG;Белый;;97% хлопок 3% эластан;Демисезон;;/upload/import/080415_263.JPG;/upload/import/080415_264.JPG;;;;;2;1;;
;;;Рубашка;080415_262-M;080415_262;2850;Dolce & Gabbana;;Белый;                M;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_262-L;080415_262;2850;Dolce & Gabbana;;Белый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_262-XL;080415_262;2850;Dolce & Gabbana;;Белый;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_304;;1090;Ben Green;/upload/import/080415_304.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/080415_305.JPG;/upload/import/080415_306.JPG;;;;;2;1;;
;;;Рубашка;080415_304-M;080415_304;1090;Ben Green;;Синий;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_307;;990;Ben Green;/upload/import/080415_307.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_308.JPG;/upload/import/080415_309.JPG;;;;;2;1;;
;;;Рубашка;080415_307-XL;080415_307;990;Ben Green;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Castro;Рубашка;080415_335;;910;Castro;/upload/import/080415_335.JPG;Цветочный принт;;100% хлопок;Демисезон;;/upload/import/080415_336.JPG;/upload/import/080415_337.JPG;;;;;2;1;;
;;;Рубашка;080415_335-XXL;080415_335;910;Castro;;Цветочный принт;            XXL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_335-XXXL;080415_335;910;Castro;;Цветочный принт;          XXXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Bonita;Рубашка;080415_332;;910;Bonita;/upload/import/080415_332.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_333.JPG;/upload/import/080415_334.JPG;;;;;2;1;;
;;;Рубашка;080415_332-XL;080415_332;910;Bonita;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_271;;950;Ben Green;/upload/import/080415_271.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_272.JPG;/upload/import/080415_273.JPG;;;;;2;1;;
;;;Рубашка;080415_271-M;080415_271;950;Ben Green;;Клетка;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_274;;910;Ben Green;/upload/import/080415_274.JPG;Полоска;;100% хлопок;Демисезон;;/upload/import/080415_275.JPG;/upload/import/080415_276.JPG;;;;;2;1;;
;;;Рубашка;080415_274-M;080415_274;910;Ben Green;;Полоска;                M;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_274-XL;080415_274;910;Ben Green;;Полоска;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Dornbusch;Рубашка;080415_277;;1090;Dornbusch;/upload/import/080415_277.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_278.JPG;/upload/import/080415_279.JPG;;;;;2;1;;
;;;Рубашка;080415_277-XXL;080415_277;1090;Dornbusch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ben Green;Рубашка;080415_280;;1090;Ben Green;/upload/import/080415_280.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_281.JPG;/upload/import/080415_282.JPG;;;;;2;1;;
;;;Рубашка;080415_280-XXL;080415_280;1090;Ben Green;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Lorenzo Calvino;Рубашка;080415_286;;1090;Lorenzo Calvino;/upload/import/080415_286.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_287.JPG;/upload/import/080415_288.JPG;;;;;2;1;;
;;;Рубашка;080415_286-XL;080415_286;1090;Lorenzo Calvino;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Lorenzo Calvino;Рубашка;080415_292;;1090;Lorenzo Calvino;/upload/import/080415_292.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_293.JPG;/upload/import/080415_294.JPG;;;;;2;1;;
;;;Рубашка;080415_292-XL;080415_292;1090;Lorenzo Calvino;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Tom Tailor Polo Team;Рубашка;080415_196;;1190;Tom Tailor Polo Team;/upload/import/080415_196.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_197.JPG;/upload/import/080415_198.JPG;;;;;2;1;;
;;;Рубашка;080415_196-XL;080415_196;1190;Tom Tailor Polo Team;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_328;;990;Tom Tailor;/upload/import/080415_328.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_329.JPG;/upload/import/080415_330.JPG;;;;;2;1;;
;;;Рубашка;080415_328-XL;080415_328;990;Tom Tailor;;Клетка;               XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_328-XXL;080415_328;990;Tom Tailor;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Lerros;Рубашка;080415_325;;1050;Lerros;/upload/import/080415_325.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_326.JPG;/upload/import/080415_327.JPG;;;;;2;1;;
;;;Рубашка;080415_325-XXL;080415_325;1050;Lerros;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Lerros;Рубашка;080415_322;;1050;Lerros;/upload/import/080415_322.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_323.JPG;/upload/import/080415_324.JPG;;;;;2;1;;
;;;Рубашка;080415_322-XXL;080415_322;1050;Lerros;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Tom Tailor;Брюки;080415_53;;1250;Tom Tailor;/upload/import/080415_53.JPG;Зеленый;;100% хлопок;Демисезон;;/upload/import/080415_54.JPG;/upload/import/080415_55.JPG;/upload/import/080415_56.JPG;;;;2;1;;
;;;Брюки;080415_53-30/32;080415_53;1250;Tom Tailor;;Зеленый;;;Демисезон;;;;;;;;2;0;;
;;;Брюки;080415_53-36/36;080415_53;1250;Tom Tailor;;Зеленый;;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;s'Oliver;Брюки;080415_161;;1350;s'Oliver;/upload/import/080415_161.JPG;Коричневый;;98% хлопок 2% эластан;Демисезон;;/upload/import/080415_162.JPG;/upload/import/080415_163.JPG;/upload/import/080415_164.JPG;;;;2;1;;
;;;Брюки;080415_161-33;080415_161;1350;s'Oliver;;Коричневый;33;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;s'Oliver;Брюки;080415_49;;1350;s'Oliver;/upload/import/080415_49.JPG;Бежевый;;100% хлопок;Демисезон;;/upload/import/080415_50.JPG;/upload/import/080415_51.JPG;/upload/import/080415_52.JPG;;;;2;1;;
;;;Брюки;080415_49-32;080415_49;1350;s'Oliver;;Бежевый;32;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Ralph Lauren;Рубашка;080415_193;;2850;Ralph Lauren;/upload/import/080415_193.JPG;Полоска;;100% хлопок;Демисезон;;/upload/import/080415_194.JPG;/upload/import/080415_195.JPG;;;;;2;1;;
;;;Рубашка;080415_193-L;080415_193;2850;Ralph Lauren;;Полоска;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;080415_193-XL;080415_193;2850;Ralph Lauren;;Полоска;               XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_81;;990;Tom Tailor;/upload/import/080415_81.JPG;Цветочный принт;;100% хлопок;Лето;;/upload/import/080415_82.JPG;/upload/import/080415_83.JPG;;;;;2;1;;
;;;Рубашка;080415_81-M;080415_81;990;Tom Tailor;;Цветочный принт;                M;;Лето;;;;;;;;2;0;;
;;;Рубашка;080415_81-L;080415_81;990;Tom Tailor;;Цветочный принт;                 L;;Лето;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_84;;990;Tom Tailor;/upload/import/080415_84.JPG;Цветочный принт;;100% хлопок;Лето;;/upload/import/080415_85.JPG;/upload/import/080415_86.JPG;;;;;2;1;;
;;;Рубашка;080415_84-M;080415_84;990;Tom Tailor;;Цветочный принт;                M;;Лето;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;s'Oliver;Рубашка;080415_75;;1250;s'Oliver;/upload/import/080415_75.JPG;Мультиколор;;100% хлопок;Лето;;/upload/import/080415_76.JPG;/upload/import/080415_77.JPG;;;;;2;1;;
;;;Рубашка;080415_75-L;080415_75;1250;s'Oliver;;Мультиколор;                 L;;Лето;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Warren Webber;Рубашка;080415_93;;950;Warren Webber;/upload/import/080415_93.JPG;Белый;;100% хлопок;Демисезон;;/upload/import/080415_94.JPG;/upload/import/080415_95.JPG;;;;;2;1;;
;;;Рубашка;080415_93-M;080415_93;950;Warren Webber;;Белый;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Tom Tailor;Брюки;080415_180;;1250;Tom Tailor;/upload/import/080415_180.jpg;Красный;;100% хлопок;Демисезон;;/upload/import/080415_181.jpg;/upload/import/080415_182.jpg;/upload/import/080415_183.jpg;;;;2;1;;
;;;Брюки;080415_180-32;080415_180;1250;Tom Tailor;;Красный;32;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Tom Tailor;Брюки;080415_168;;1250;Tom Tailor;/upload/import/080415_168.JPG;Бежевый;;100% хлопок;Демисезон;;/upload/import/080415_169.JPG;/upload/import/080415_170.JPG;/upload/import/080415_171.JPG;;;;2;1;;
;;;Брюки;080415_168-32/34;080415_168;1250;Tom Tailor;;Бежевый;        32/34;;Демисезон;;;;;;;;2;0;;
;;;Брюки;080415_168-34/32;080415_168;1250;Tom Tailor;;Бежевый;        34/32;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Джинсы;Tom Tailor;Джинсы;080415_172;;1250;Tom Tailor;/upload/import/080415_172.JPG;Синий;;60% хлопок 40% лен;Демисезон;;/upload/import/080415_173.JPG;/upload/import/080415_174.JPG;/upload/import/080415_175.JPG;;;;2;1;;
;;;Джинсы;080415_172-31/34;080415_172;1250;Tom Tailor;;Синий;        31/34;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_90;;1050;Tom Tailor;/upload/import/080415_90.JPG;Голубой;;100% хлопок;Демисезон;;/upload/import/080415_91.JPG;/upload/import/080415_92.JPG;;;;;2;1;;
;;;Рубашка;080415_90-M;080415_90;1050;Tom Tailor;;Голубой;                M;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Tom Tailor;Рубашка;080415_108;;1200;Tom Tailor;/upload/import/080415_108.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/080415_109.JPG;/upload/import/080415_110.JPG;;;;;2;1;;
;;;Рубашка;080415_108-L;080415_108;1200;Tom Tailor;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_63;;990;Tom Tailor;/upload/import/080415_63.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/080415_64.JPG;/upload/import/080415_65.JPG;;;;;2;1;;
;;;Рубашка;080415_63-L;080415_63;990;Tom Tailor;;Серый;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Tom Tailor;Рубашка;080415_121;;990;Tom Tailor;/upload/import/080415_121.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_122.JPG;/upload/import/080415_123.JPG;;;;;2;1;;
;;;Рубашка;080415_121-L;080415_121;990;Tom Tailor;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Bonita;Рубашка;080415_60;;950;Bonita;/upload/import/080415_60.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_61.JPG;/upload/import/080415_62.JPG;;;;;2;1;;
;;;Рубашка;080415_60-L;080415_60;950;Bonita;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Tom Tailor;Рубашка;080415_72;;1200;Tom Tailor;/upload/import/080415_72.JPG;Клетка;;100% хлопок;Демисезон;;/upload/import/080415_73.JPG;/upload/import/080415_74.JPG;;;;;2;1;;
;;;Рубашка;080415_72-L;080415_72;1200;Tom Tailor;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Casa Moda;Рубашка;080415_78;;950;Casa Moda;/upload/import/080415_78.JPG;Коричневый;;100% хлопок;Демисезон;;/upload/import/080415_79.JPG;/upload/import/080415_80.JPG;;;;;2;1;;
;;;Рубашка;080415_78;080415_78;950;Casa Moda;;Коричневый;41;;Демисезон;;;;;;;;2;0;;
